,영화명,유형,장르,제작년도,감독,출연,줄거리
9175,마이티 맨,극영화,"드라마,코메디",2006.0,"박수영,박재영",박재영,"문방구,옷,초능력"
9176,"비노, 달리자",극영화,멜로드라마,2007.0,홍동명,,"동거, 과외,곰인형, 오토바이, 레이싱"
9177,맨땅에 헤딩,TV-시리즈,드라마,2009.0,박성수,김솔지(극본),"축구,에이전트,인간승리"
9182,철암계곡의 혈투,극영화,"공포,스릴러,서부",2011.0,지하진,지하진,"결투,복수,출감,청부살해,가족,가족몰살,살해,살인,복수살인,보복살인"
9186,손님,극영화,"드라마,가족",2011.0,윤가은,,사춘기소녀
9187,두레소리,극영화,드라마,2011.0,조정래,백종민,"국악,단짝친구,합창,예술고등학교,신종플루,예술학교,판소리,고등학교,고등학생,선생님,제자,사제지간,사제"
9190,투혼,극영화,"코메디,드라마",2011.0,김상진,송민호,"야구,롯데,MVP,간판스타,뒷수습,롯데자이언츠,프로야구,야구선수,야구스타,야구천재,2군,투수,개과천선"
9191,"어이그, 저 귓것",극영화,드라마,2009.0,오멸,오멸,"제주도,가수지망생,가수,꿈,마을,마을사람,산골마을,시골마을,노래"
9192,주자가 고독할때,기타,드라마,2003.0,김종국,,"기찻길, 건너목, 주자, 기차, 차단기, 고독"
9194,트라우마,극영화,"드라마,느와르,스릴러",2007.0,박태수,박태수,"밀폐공간,트라우마,성장"
9195,졸업의 이론과 실제,극영화,드라마,2006.0,강승표,강승표,"취업준비생,시험,취직"
9196,도시화 (都市花),극영화,드라마,2008.0,최정민,,"구걸,지하철,양복,흑백영화"
9197,우리 할매,극영화,드라마,2009.0,김헌,"김헌,김동수","할머니,손자,갈등,가족애"
9198,이별의 능력,극영화,드라마,2009.0,유후용,유후용,"미련,연인,시선"
9199,●REC,극영화,"드라마,멜로드라마",2009.0,소준문,소준문,"게이커플,동성애,성적소수자,이별,퀴어,퀴어무비,셀프카메라,동성애인,동성애자,동성연애자,기념일,비디오,사랑,모텔,정사"
9200,바다,극영화,드라마,2010.0,윤태식,윤태식,"결핍,로드무비,복서,술집여자,시각장애인,실연,장애인,콤플렉스,바다,호스티스,화가,맹인"
9201,미남이시네요,TV-시리즈,드라마,2009.0,홍성창,,"남장여자,쌍둥이,질투,고아,아이돌,밴드,매니저"
9202,그들도 우리처럼,극영화,드라마,2008.0,함정식,,"스킨십,연인,갈등"
9203,당신의 어머니,극영화,드라마,2010.0,정진영,정진영,"동성애,어머니"
9205,고요한 밤,극영화,드라마,2008.0,이승주,,"아들,생일파티,아버지,기다림"
9206,밤을 위한 춤,극영화,"드라마,멜로드라마",2010.0,김새봄,김새봄,"쌍둥이,자살,성장"
9207,수학여행,극영화,드라마,2010.0,김희진,김희진,"가난,성장,수학여행,중학생,아르바이트"
9208,불온한 젊은피,극영화,"액션,드라마",2008.0,박미희,박미희,"교통사고, 폭력성, 액션"
9209,혜자의 눈꽃,애니메이션,"드라마,가족",2007.0,김재권,,"소설원작, 가족, 소설가, 모녀"
9210,그녀는 예뻤다,애니메이션,"코메디,멜로드라마,드라마",2008.0,최익환,최익환,"로토스코핑,사각관계,사랑,순정,애니메이션,연예,우정,죽마고우,세남자,사랑과우정,그녀"
9211,하루의 파편,애니메이션,판타지,2003.0,정연주,,"판타지, 현실, 도피, 낙타, 악어"
9212,태권왕 강태풍,TV-애니메이션,"드라마,스포츠",2001.0,이학빈,,"학원,소년,태권도,승부,친구, 우정, 명랑"
9214,러너스 하이,극영화,드라마,2007.0,박홍준,박홍준,"런닝화, 마라톤, 울트라맨"
9215,엔젤 아이즈,애니메이션,드라마,2000.0,이원선,,"소녀, 죽음, 사랑"
9216,Cubic,애니메이션,"드라마,판타지",2000.0,"김봉유,김수언,박다운,윤경례,이선아,최용호,박한숙",김봉유,"파란방, 흰색방, 녹색방, 노란방,큐빅, 귓속"
9217,페이퍼 보이,애니메이션,,2002.0,이대희,이대희,신문배달부
9218,퍼스포패 제2장,애니메이션,,2005.0,김린다,김린다,"미로,메타포,인형"
9220,花街(화가),애니메이션,,2004.0,최현주,최현주,"카멜레온, 화가,민들레"
9221,현우야,극영화,드라마,2003.0,임대희,임대희,"동심,할머니,순수성"
9222,각 잡는 남자,극영화,드라마,2003.0,신현정,신현정,"군대문화, 무의식, 강박, 남자"
9225,댄스 타운,극영화,"드라마,사회",2010.0,전규환,전규환,"그리움,부부,서울,여성,여인,욕망,탈북자,탈북여성"
9226,숲 (소리를 파는 소녀의 이야기),극영화,드라마,2005.0,박채운,박채운,"소녀, 병, 한의원, 소리"
9227,"나의 친구, 그의 아내",극영화,"드라마,스릴러",2006.0,신동일,"신동일,김영남","가정,감옥,미용사,아기,요리사,욕망,우정,유혹,죽음,친구,삼각관계,불륜,친구의아내"
9228,슈퍼맨이었던 사나이,극영화,"드라마,코메디",2007.0,정윤철,"김바다,윤진호,정윤철","다큐PD,슈퍼맨,초능력,초능력자,취재,카메라,동행취재,소설원작,한국소설원작,단편소설원작,518민주화운동,518,5.18,5.18민주화운동,광주민주항쟁,광주항쟁"
9229,GP506,극영화,"미스터리,스릴러,공포",2008.0,공수창,"공수창,필영우","GP,광기,군대,미스테리,살인,수사,수색대,비무장지대,몰살,군인"
9231,나비두더지,극영화,드라마,2005.0,서명수,서명수,"기관사,남동생,방황,시체,아내,철도기관사,지하철,지하철기사,지하철직원,빚독촉,빚,투신자살"
9232,DESTRUCTION OF HUMANITY,극영화,"드라마,SF",2009.0,구동완,,"지구온난화,빙하,환경오염"
9234,오늘만,극영화,드라마,2009.0,정다원,,"구슬,행운,불행,행복"
9238,고양이 입속으로 뛰어들다,애니메이션,"액션,미스터리,판타지",2009.0,최진성,최진성,"고양이,생쥐,서커스,탈출"
9239,도마 위에 오른 어머니 ,극영화,"드라마,가족",2009.0,최수지,,"엄마,어머니,권태,가족"
9240,가장 아름다운,극영화,드라마,2010.0,황상준,황상준,장애인
9241,터널,극영화,드라마,2010.0,김새노,김새노,볼링
9242,호로자식을 위하여,극영화,"드라마,스릴러,가족",2010.0,윤혜렴,윤혜렴,"산수,총,모자지간,가족,상처"
9245,레지스탕스,극영화,드라마,2010.0,문초원,문초원,"일본,식민주의,독립운동가"
9246,비밀의 공장,극영화,"액션,드라마",2009.0,정재익,,"사채업자,폭력,여동생,죽음,총"
9247,씨칼,애니메이션,드라마,2009.0,김태윤,김태윤,"무림고수,아지트,기습공격"
9248,마이 블랙 미니드레스,극영화,"드라마,멜로드라마",2011.0,허인무,,"20대여자,일상,24살,발랄,4명,20대,여자들,단짝친구,친구들,연애,현실,사춘기,인생"
9252,M(엠),극영화,"멜로드라마,미스터리,스릴러",2007.0,이명세,"이명세,이해경,조진국","루팡,원고청탁,작가,첫사랑,소설가,시선,술집,아파트"
9253,Booroo,애니메이션,,2006.0,권미정,권미정,"인간,자연,공존"
9255,휴가,극영화,드라마,2002.0,장진욱,장진욱,"해외여행, 부자, 의지, 선입견, 공간"
9259,바다의 전설 장보고,TV-애니메이션,"액션,SF,어드벤처",2002.0,김광태,강선희,"장보고, 황금배, 전설, 바다, 잠수함"
9260,브리스톨 탐험대,TV-애니메이션,"드라마,어드벤처,판타지",2008.0,남종식,,"선장,모험,해적, 아일랜드"
9263,밤이 너무 길어,극영화,드라마,2008.0,이승환,,"부모님,여행,집,밤거리,경찰서"
9264,자판기,애니메이션,"드라마,가족",2008.0,"최효선,황혜림",,"자판기,음료수캔,행복,남자,가족,아버지,희생"
9265,아이들이 사라졌어요,극영화,드라마,2008.0,배진솔,,"친구들,놀이,공부,학원,대통령,편지"
9266,Girl's talk,극영화,"드라마,판타지",2008.0,김진주,,"외로움,인형,친구,결핍"
9268,STUDY ONE MORE TIME,극영화,드라마,2008.0,김하원,,"공부,성적,스터디그룹"
9269,A CONNECTION LINE,극영화,드라마,2008.0,엄홍식,,"단절,세대갈등,소통,음악,노약자석,지하철"
9270,다섯손가락,극영화,"드라마,가족",2008.0,"문수경,김선민,김혜인",,"시골,대가족,동생"
9271,TARGET 5630,극영화,"코메디,드라마",2008.0,한동헌,,"학생,통학,버스"
9273,평범한 날들,극영화,드라마,2010.0,이난,이난,"10대,20대,30대,카페,평범한삶,폭력,보험설계사,악세서리디자이너,20대여자,청년"
9275,환상극장,극영화,"코메디,공포(호러),판타지",2010.0,이규만,"이현진,이규만,한지혜,김태곤","감독,기억,노망,예술영화,옴니버스영화,미노타우로스신화,망자,판타지,예술"
9276,스물 아홉살,극영화,드라마,2011.0,전화성,전화성,"29,물질만능,사랑,연애,청년실업,청년,청춘,취업,취업난,취업전쟁,취업준비생,현실,오래된연인,오랜연인,연인,아웃사이더"
9278,나는 아빠다,극영화,"액션,드라마,범죄",2010.0,"전만배,이세영",윤현호,"납치,뇌물,누명,마술사,범죄조직,병원,비리,심장이식,아버지,아빠,이식,장기이식,심장수술,비리형사,아빠와딸,아버지와딸,마술"
9279,적과의 동침,극영화,"코메디,드라마",2011.0,박건용,배세영,"6.25,625,불청객,손녀,시골,엘리트,인민군,장교,한국전쟁,혼사,비밀작전,6.25,남북전쟁,북한,북한군,안전,로비,적군,동지"
9280,고스트메신저,애니메이션,"SF,판타지",2010.0,구봉회 ,"홍정진,구봉회 ","핸드폰,12살,소년,장난,저승사자,염라대왕"
9282,렉커,애니메이션,,2009.0,"표주영,한정민",,"렉커,경쟁,도심거리,충돌사고,사고차량"
9283,여름고백,극영화,드라마,2004.0,허인,"허인,기준영","장애인, 사랑, 고해성사, 수화"
9284,ReSet,극영화,드라마,2002.0,유동식,유동식,"복제,기억,단편영화,독립영화"
9285,고갈,극영화,"드라마,범죄",2008.0,김곡,김곡,"공장,매춘,남녀,발견"
9286,"웃어라, 토끼! ",극영화,,2004.0,정자영,정자영,"폐교,스릴러"
9289,귀를 기울이면,극영화,드라마,2007.0,김윤경,김윤경,"소리, 소녀"
9290,산이야기,애니메이션,판타지,2002.0,백승헌,백승헌,"산, 기다림"
9291,원피스,극영화,드라마,2001.0,송혜진,송혜진,"여자, 버스"
9292,아들과 연인,극영화,드라마,2004.0,이무소,,"아들, 불륜, 미행"
9297,승아,극영화,드라마,2007.0,김나영,김나영,"동거, 아기엄마, 아버지, 가족, 미혼모"
9298,소와 함께 여행하는 법,극영화,드라마,2010.0,임순례,"박경희,임순례","농사,농촌,소,여행,옛애인,옛연인,용서,장례식,추억,옛추억,소설원작"
9301,유행가가 되리,TV-영화,드라마,2005.0,김철규,노희경,"정년퇴임,부부,중년,연하의남자"
9302,빨강사탕,TV-영화,멜로/로맨스,2010.0,홍석구,노희경,"40대,젊은여자,지하철,서점"
9304,페스티발,극영화,"코메디,멜로드라마",2010.0,이해영,이해영,"소시민,풍기문란,성적판타지,이웃,성적취향,성적호기심,성적환상,성적호기심"
9305,방독피,극영화,"공포,미스터리,사회물(경향),스릴러",2010.0,"김선,김곡","김선,김곡","늑대소녀,방독면,불안,사회정치풍자,연쇄살인마,주한미군,연쇄살인,정치적,종교,개인,혼돈,권력,풍자,사회풍자"
9306,더 스토리박스 바이블,애니메이션,"뮤지컬,아동,가족",2009.0,백종호,백종호,"기독교,선교,말썽꾸러기,예수"
9307,부서진 밤,극영화,"드라마,액션,범죄,스릴러",2010.0,양효주,양효주,"보험금,오토바이,도피"
9308,두만강,극영화,드라마,2009.0,장률,장률,"우정,조선족,탈북,탈북자,탈북청소년,새터민,연변,함경도,의리,겁탈,축구시합,축구,두만강"
9312,마니몽,극영화,"드라마,판타지",2002.0,김원대,,"꿈, 가상섹스, 첫사랑"
9313,구세주2,극영화,코메디,2009.0,황승재,이현철,"반지,사채,속편,택시기사,재벌,손님,택시요금,카사노바,바람기"
9314,짜라 파파,극영화,"드라마,가족",2001.0,이세련,이세련,"가부장,구역예배,단편영화,독립영화,실업,실직,폭력가장,실업자,권위주의,가정폭력,가족폭력,폭력남편,살해계획,가식"
9317,얼어붙은 땅,극영화,드라마,2010.0,김태용,김태용,"밀입국자,경계,욕망,윤리,냉동탑차,사고"
9318,에드워드 양을 추억하며,극영화,드라마,2008.0,박준영,,"군대,휴가,영화,극장"
9322,서양골동양과자점 앤티크,극영화,드라마,2008.0,민규동,"민규동,이경의,김다영","게이,권투선수,동성애,보디가드,유괴,케이크,동성애인,동성애자,동성연애자,게이바,납치,트라우마,제과점,파티셰,파티쉐,제빵,제빵사"
9323,리스크 잇,애니메이션,"드라마,하이틴(고교)",2007.0,"이정수,김수정,윤희선",이정수,"학원,메카닉, 엽기, 성장, 리스크, 러브레터"
9325,수퍼살롱미장원,극영화,"SF,판타지,드라마",2008.0,정민규,정민규,"미장원, 환타지, 중독"
9326,무한대 이야기,극영화,"드라마,멜로드라마",2008.0,양진열,양진열,사랑
9328,귀로,극영화,드라마,2008.0,류성규,류성규,"여행,달동네재개발,고향"
9329,포포의 이야기 나라,애니메이션,"시대극/사극,드라마",2006.0,,한수린,"전래동화, 이야기, 우정, 모험, 지혜"
9330,고미의 만화 호기심 천국,TV-애니메이션,"드라마,아동",2005.0,김성환,,"상상력,씨앗,호기심,가족,결과,궁금,해결"
9335,동행,다큐멘터리,인물,2000.0,윤은정,,"미혼모,엄마와딸,모자원"
9336,나는 날아가고…너는 마법에 걸려있으니까…,극영화,드라마,2001.0,김영남,김영남,"단편영화,독립영화,실연,연인,이별,헤어짐,청춘,사랑,결혼"
9337,요청,극영화,드라마,2002.0,박진오,박진오,"엄마,죽음"
9338,"박상병, 파리 들어왔다",극영화,드라마,2002.0,김도령,,"군대,사령관,회의,파리,임무수행"
9339,로맨틱 러브,극영화,드라마,2003.0,백동훈,백동훈,"뉴욕,소심,이상형,진정한사랑"
9340,웃음을 참으면서,극영화,드라마,2003.0,김윤성,김윤성,"기차,불편함,대사없음"
9341,단속평형,극영화,드라마,2004.0,손광주,손광주,"NBA,음악가,허위의식,단속평형설"
9342,우리집,극영화,"드라마,판타지",2004.0,강대희,,"신혼살림,빈집,폐허,가족"
9343,빨간 매니큐어,극영화,드라마,2004.0,권지연,권지연,"네일숍,매니큐어리스트,모녀관계"
9344,경품,극영화,"코메디,드라마",2005.0,노승수,,"고물,텔레비젼,경품당첨"
9345,빈 방,극영화,드라마,2006.0,채연선,,"모텔,부조리"
9350,방주(方舟),애니메이션,판타지,2004.0,"김기태,심기석,이창우,장승우,정용준,신정일","김기태,심기석,이창우,장승우,정용준,신정일","미래, 불안감, 욕망"
